1,631.216
2,623.317
3,645.794
4,628.615
5,630.76
6,620.988
7,643.175
8,634.566
9,623.806
10,638.265
11,641.534
12,621.302
13,626.839
14,632.158
15,624.413
16,632.464
17,627.672
18,626.396
19,625.316
20,632.164
21,634.213
22,626.318
23,637.44
24,640.58
25,621.76
26,624.192
27,635.778
28,629.223
29,640.143
30,627.673
31,638.059
32,627.257
33,612.859
34,613.291
35,612.949
36,635.509
37,626.648
38,653.463
39,629.908
40,637.443
41,624.235
42,648.162
43,639.494
44,627.815
45,642.281
46,648.968
47,623.936
48,631.599
49,636.615
50,627.821
51,638.092
52,632.106
53,631.398
54,629.185
55,636.976
56,639.453
57,630.685
58,642.611
59,645.287
60,625.465
61,628.793
62,641.202
63,634.875
64,645.692
65,631.543
66,643.25
67,631.753
68,614.692
69,615.24
70,614.682
71,635.955
72,625.756
73,651.262
74,628.556
75,638.851
76,623.9
77,644.684
78,638.363
79,627.312
80,639.628
81,647.893
82,623.369
83,631.638
84,636.011
85,626.998
86,637.61
87,631.55
88,633.382
89,627.788
90,642.047
91,639.397
92,630.368
93,641.631
94,641.447
95,624.509
96,628.379
97,639.214
98,633.139
99,643.936
100,631.955
101,642.342
102,632.418
103,613.99
104,614.582
105,614.13
106,634.256
107,623.651
108,643.889
109,626.056
110,635.565
111,622.372
112,640.36
113,635.134
114,626.237
115,635.267
116,643.791
117,622.923
118,629.52
119,633.35
120,626.201
121,636.146
122,630.49
123,632.287
124,626.353
125,637.844
126,636.221
127,629.116
128,639.792
129,638.119
130,622.3
131,626.548
132,635.808
133,630.791
134,639.361
135,628.101
136,638.439
137,631.445
138,613.485
139,614.1
140,613.757
141,629.087
142,619.821
143,635.124
144,622.779
145,628.682
146,618.858
147,634.053
148,630.438
149,622.669
150,628.98
151,635.315
152,619.845
153,624.661
154,628.009
155,622.253
156,631.252
157,626.444
158,627.236
159,622.46
160,630.441
161,628.94
162,624.953
163,633.928
164,632.24
165,618.417
166,621.177
167,629.473
168,625.717
169,632.148
170,621.662
171,629.928
172,627.09
173,611.195
174,611.583
175,611.209
176,626.782
177,618.792
178,630.966
179,621.762
180,626.28
181,618.24
182,631.197
183,629.333
184,621.553
185,626.825
186,632.977
187,619.376
188,623.582
189,625.741
190,621.565
191,628.861
192,625.604
193,624.913
194,621.152
195,627.817
196,626.112
197,622.92
198,632.207
199,629.829
200,616.711
201,619.84
202,628.641
203,623.529
204,629.796
205,620.426
206,628.69
207,625.157
208,611.219
209,611.688
210,611.295
211,627.304
212,619.927
213,629.383
214,622.802
215,627.029
216,619.76
217,630.158
218,629.852
219,622.404
220,626.366
221,632.489
222,620.774
223,623.409
224,625.659
225,622.504
226,628.538
227,627.066
228,625.357
229,622.326
230,628.675
231,626.627
232,624.082
233,632.133
234,628.914
235,617.951
236,621.433
237,626.403
238,623.799
239,629.92
240,621.716
241,628.306
242,626.063
243,613.5
244,613.648
245,613.338
246,623.294
247,616.223
248,623.698
249,618.441
250,622.894
251,616.209
252,624.464
253,625.481
254,618.457
255,622.405
256,628.962
257,617.015
258,618.769
259,621.019
260,618.253
261,623.272
262,623.183
263,621.594
264,618.354
265,624.176
266,622.726
267,621.695
268,627.399
269,623.459
270,614.686
271,617.83
272,620.712
273,619.494
274,625.843
275,618.172
276,625.076
277,622.164
278,610.783
279,611.294
280,611.149
281,621.546
282,615.006
283,621.466
284,617.136
285,620.786
286,615.387
287,621.721
288,623.26
289,616.695
290,620.837
291,626.571
292,616.163
293,617.375
294,619.509
295,617.28
296,621.546
297,621.744
298,620.236
299,617.136
300,622.008
301,621.395
302,619.971
303,624.602
304,621.046
305,613.638
306,616.401
307,618.804
308,617.65
309,623.107
310,616.897
311,622.326
312,620.538
313,610.675
314,610.951
315,610.563
316,620.111
317,614.209
318,620.772
319,616.344
320,619.615
321,614.526
322,620.514
323,622.575
324,615.577
325,620.048
326,625.704
327,615.385
328,616.244
329,618.418
330,616.309
331,620.288
332,620.551
333,619.418
334,616.639
335,620.721
336,620.608
337,619.219
338,622.912
339,620.175
340,613.642
341,615.96
342,617.808
343,616.882
344,622.299
345,616.045
346,622.378
347,619.42
348,610.208
349,610.516
350,610.567
351,620.15
352,614.275
353,623.881
354,616.76
355,619.689
356,614.562
357,621.731
358,624.337
359,615.21
360,621.361
361,627.644
362,614.703
363,615.869
364,619.074
365,615.819
366,619.544
367,619.595
368,619.216
369,616.332
370,620.349
371,621.838
372,620.001
373,622.226
374,619.907
375,613.889
376,616.819
377,618.717
378,617.062
379,623.627
380,616.307
381,623.579
382,619.22
383,610.321
384,610.927
385,610.675
386,621.517
387,614.758
388,631.625
389,617.485
390,621.981
391,615.233
392,624.685
393,629.161
394,615.088
395,624.702
396,634.549
397,614.56
398,615.664
399,620.843
400,615.491
401,620.036
402,620.077
403,620.531
404,617.125
405,622.532
406,624.567
407,621.427
408,623.751
409,622.418
410,614.968
411,619.566
412,620.999
413,617.662
414,626.91
415,617.915
416,628.546
417,620.291
418,609.762
419,610.294
420,610.209
421,625.562
422,616.444
423,645.33
424,619.871
425,626.736
426,616.724
427,630.074
428,636.794
429,616.271
430,631.127
431,644.794
432,615.508
433,617.964
434,625.619
435,616.437
436,623.407
437,622.684
438,623.837
439,618.848
440,627.034
441,632.235
442,626.283
443,628.21
444,625.555
445,617.578
446,624.981
447,625.685
448,620.126
449,632.136
450,621.616
451,639.726
452,623.264
453,610.023
454,610.362
455,610.219
456,630.124
457,618.719
458,655.266
459,622.169
460,632.582
461,619.103
462,634.906
463,643.781
464,617.916
465,635.573
466,653.681
467,616.5
468,620.233
469,630.814
470,619.359
471,627.756
472,625.391
473,627.665
474,620.694
475,632.265
476,636.992
477,630.361
478,634.427
479,628.457
480,619.468
481,629.446
482,630.167
483,623.66
484,639.077
485,624.478
486,645.054
487,627.419
488,610.096
489,610.862
490,610.453
491,634.294
492,620.76
493,656.852
494,624.195
495,636.796
496,621.094
497,637.592
498,646.235
499,619.866
500,638.111
501,657.819
502,618.171
503,622.959
504,634.846
505,619.842
506,633.077
507,628.896
508,631.543
509,623.204
510,638.082
511,640.4
512,634.625
513,637.839
514,630.639
515,621.179
516,631.439
517,634.346
518,626.916
519,643.633
520,627.002
521,646.713
522,631.21
523,611.015
524,611.871
525,611.206
526,635.782
527,620.726
528,651.074
529,624.485
530,637.42
531,620.806
532,637.389
533,644.495
534,620.988
535,636.884
536,654.64
537,618.491
538,625.726
539,635.576
540,620.089
541,635.032
542,630.137
543,635.122
544,624.197
545,637.96
546,640.87
547,635.206
548,638.758
549,631.26
550,620.903
551,630.323
552,635.223
553,628.57
554,642.923
555,626.073
556,643.964
557,632.799
558,610.789
559,611.546
560,610.951
561,635.037
562,620.19
563,646.495
564,624.486
565,636.96
566,620.734
567,636.017
568,641.131
569,622.094
570,635.491
571,650.026
572,618.902
573,626.799
574,635.82
575,620.07
576,635.383
577,630.564
578,633.741
579,624.521
580,635.388
581,636.839
582,634.776
583,638.5
584,630.995
585,620.296
586,628.133
587,634.461
588,628.349
589,641.273
590,624.674
591,639.739
592,633.046
593,610.896
594,611.291
595,610.826
596,632.439
597,618.767
598,641.616
599,622.92
600,633.116
601,619.541
602,633.552
603,637.521
604,621.422
605,634.315
606,645.468
607,618.294
608,625.186
609,633.561
610,619.224
611,633.544
612,629.216
613,632.095
614,623.822
615,632.226
616,633.097
617,632.733
618,636.247
619,629.497
620,619.092
621,625.712
622,632.058
623,627.145
624,638.693
625,622.854
626,634.93
627,630.471
628,610.653
629,611.166
630,610.623
631,630.841
632,618.617
633,639.526
634,622.27
635,632.636
636,619.723
637,631.612
638,634.341
639,621.397
640,633.218
641,644.124
642,618.705
643,625.689
644,632.389
645,619.733
646,631.971
647,628.832
648,634.532
649,623.751
650,631.607
651,631.088
652,632.309
653,634.961
654,628.699
655,618.1
656,624.269
657,629.582
658,625.594
659,636.58
660,623.56
661,632.977
662,628.818
663,610.883
664,611.631
665,611.129
666,628.236
667,616.801
668,634.149
669,620.273
670,630.25
671,618.488
672,628.327
673,630.774
674,619.461
675,630.447
676,640.709
677,617.518
678,623.454
679,630.403
680,618.083
681,629.277
682,626.84
683,632.59
684,622.163
685,630.452
686,629.641
687,629.605
688,631.974
689,626.028
690,616.573
691,624.515
692,626.219
693,623.624
694,632.993
695,624.591
696,630.743
697,627.329
698,610.375
699,610.877
700,610.2
701,627.326
702,616.634
703,633.74
704,619.893
705,628.877
706,618.339
707,627.077
708,629.6
709,618.94
710,629.188
711,638.477
712,617.392
713,622.085
714,629.423
715,617.462
716,628.107
717,626.063
718,631.613
719,621.712
720,629.879
721,627.911
722,630.187
723,631.012
724,624.549
725,616.047
726,623.154
727,624.114
728,622.355
729,630.361
730,623.292
731,630.777
732,626.662
733,610.524
734,611.274
735,610.605
736,625.427
737,615.787
738,632.738
739,619.323
740,627.979
741,617.662
742,625.878
743,627.773
744,617.624
745,627.946
746,638.185
747,616.457
748,620.16
749,629.58
750,616.279
751,625.806
752,624.229
753,628.282
754,620.804
755,627.947
756,626.664
757,627.279
758,629.663
759,623.316
760,615.527
761,623.48
762,622.267
763,621.532
764,630.064
765,621.748
766,630.267
767,625.045
768,610.547
769,610.93
770,610.619
771,626.196
772,615.486
773,638.516
774,620.084
775,627.934
776,617.292
777,627.403
778,628.98
779,617.18
780,630.751
781,645.689
782,616.244
783,619.356
784,630.113
785,615.959
786,624.74
787,623.137
788,631.275
789,620.275
790,627.072
791,628.11
792,627.407
793,630.053
794,622.959
795,616.015
796,626.032
797,622.014
798,620.746
799,631.364
800,623.224
801,634.982
802,625.495
803,610.164
804,610.804
805,610.389
806,629.807
807,616.957
808,657.451
809,623.111
810,632.757
811,618.837
812,633.294
813,634.863
814,617.874
815,639.618
816,664.09
817,617.372
818,620.068
819,634.432
820,616.888
821,626.759
822,624.607
823,634.456
824,621.846
825,630.228
826,639.36
827,634.25
828,633.533
829,625.355
830,617.995
831,634.94
832,624.837
833,621.667
834,641.138
835,628.372
836,646.911
837,628.751
838,610.738
839,611.453
840,611.126
841,636.656
842,619.388
843,680.752
844,627.297
845,642.294
846,621.724
847,642.143
848,644.505
849,619.108
850,649.718
851,686.268
852,618.297
853,622.535
854,642.666
